,source_genesymbol,target_genesymbol,references
19393,FGF19,KLB,CellTalkDB:22442730;LRdb:22442730;Ramilowski2015:22442730;connectomeDB2020:22442730;talklr:22442730
19394,FGF21,KLB,CellTalkDB:22442730;HPRD:19059246
19398,LTA,RIPK1,CellTalkDB:32103204
19403,CCN1,TLR2,CellTalkDB:32144270
19406,SAA1,TLR2,CellTalkDB:26290589
19407,VCAN,TLR2,Baccin2019:19608024;CellTalkDB:19122641;Cellinker:19122641;LRdb:19122641;Ramilowski2015:19122641;connectomeDB2020:19122641;talklr:19122641
19409,SFTPA1,TLR2,CellTalkDB:11724772;Cellinker:11724772;HPRD:11724772;InnateDB:11724772;LRdb:11724772;connectomeDB2020:11724772
19415,L1CAM,ITGAV,CellTalkDB:10871287;HPRD:10871287;LRdb:10871287;connectomeDB2020:10871287
19416,TNC,ITGAV,CellTalkDB:32196115;connectomeDB2020:9314546
19418,EDIL3,ITGAV,CellTalkDB:11959660;Cellinker:11959660;HPRD:11959660;LRdb:11959660
19421,SPP1,ITGAV,CellTalkDB:10835423;HPRD:10835423;LRdb:10835423;SPIKE_LC:16713569;connectomeDB2020:10835423;connectomeDB2020:7592829
19422,NID1,ITGAV,CellTalkDB:9686320;Cellinker:9686320;HPRD:9686320;LRdb:9686320;connectomeDB2020:9686320
19423,PDGFB,ITGAV,CellTalkDB:32196115
19424,ICAM4,ITGAV,CellTalkDB:15355350;Cellinker:11435317;Cellinker:15355350;HPRD:11435317;LRdb:11;LRdb:15355350;connectomeDB2020:11435317;connectomeDB2020:15355350
19426,CCN1,ITGAV,CellTalkDB:10821835;Cellinker:10821835;Cellinker:11287419;HPRD:10821835;HPRD:11287419;LRdb:10821835;LRdb:11;connectomeDB2020:11287419
19431,AZGP1,ITGAV,CellTalkDB:9813179;HPRD:9813179;LRdb:9813179;connectomeDB2020:9813179
19434,VEGFA,ITGAV,CellTalkDB:32196115
19437,ANGPTL3,ITGAV,CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;SPIKE_LC:11877390;SPIKE_LC:17145710;connectomeDB2020:11877390
19442,RSPO1,LRP6,ACSN:17804805;Baccin2019:18400942;CellTalkDB:18400942;Cellinker:18400942;LRdb:18400942;NetPath:17976036;connectomeDB2020:18400942
19443,PTH,LRP6,CellTalkDB:22589223;ProtMapper:19884009
19444,SOST,LRP6,Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;DIP:21944579;ELM:21944579;ELM:22696217;IntAct:15908424;IntAct:21944579;LRdb:15778503;connectomeDB2020:15778503
19446,CKLF,LRP6,CellTalkDB:32103204
19447,DKK2,LRP6,Baccin2019:11357136;Baccin2019:11742004;CellTalkDB:11357136;Cellinker:11357136;Cellinker:11742004;Cellinker:12527209;Cellinker:29925589;DIP:21944579;HPRD:11357136;HPRD:11742004;LRdb:11357136;LRdb:11742004;connectomeDB2020:11357136;connectomeDB2020:11742004
19448,SAA1,SCARB1,CellTalkDB:15576377
19449,MFGE8,PDGFRB,CellTalkDB:21868707;Cellinker:21868707;LRdb:21868707;Ramilowski2015:21868707;connectomeDB2020:21868707;talklr:21868707
19450,PDGFA,PDGFRB,CellChatDB:15207812;CellTalkDB:25737405;Cellinker:15207812;Lit-BM-17:7679113
19451,TNF,FLT4,CellTalkDB:32103204
19454,LGALS3BP,CD33,CellTalkDB:25320078
19457,CALR,ITGA2B,CellTalkDB:14985176;HPRD:14985176;LRdb:14985176
19469,CALR,SCARF1,CellTalkDB:15371419;Cellinker:15371419;HPMR:15371419;HPRD:15371419;LRdb:15371419;connectomeDB2020:15371419
19471,EGF,PLD2,CellTalkDB:9837959
19472,CRISP3,A1BG,CellTalkDB:15461460;HPRD:15461460;SPIKE_LC:15461460
19474,DLK1,NOTCH3,CellChatDB:22353464;CellTalkDB:22353464;Cellinker:22353464;LRdb:22353464;connectomeDB2020:22353464
19475,THBS2,NOTCH3,Baccin2019:19147503;CellTalkDB:19147503;Cellinker:19147503;LRdb:19147503;Ramilowski2015:19147503;connectomeDB2020:19147503;talklr:19147503
19476,SCGB3A1,NOTCH3,CellTalkDB:32103204
19477,CLCF1,LIFR,Baccin2019:10966616;CellTalkDB:10966616;LRdb:10966616;connectomeDB2020:10966616
19479,HLA-A,APLP2,CellTalkDB:19184004;Cellinker:19184004;HPRD:19184004;LRdb:19184004;connectomeDB2020:19184004
19480,PCSK9,APLP2,CellTalkDB:28495363
19481,INHBB,ACVR1,Baccin2019:11266516;CellTalkDB:11266516;HPRD:11266516;LRdb:11266516;connectomeDB2020:11266516
19482,GDF2,ACVR1,CellTalkDB:19996292;Cellinker:27252362;LRdb:19996292;Ramilowski2015:19996292;connectomeDB2020:19996292;talklr:19996292
19483,BMP2,ACVR1,Baccin2019:8006002;CellTalkDB:28977600;HPRD:8006002;LRdb:8006002
19484,BMP6,ACVR1,Baccin2019:12297674;CellTalkDB:12297674;LRdb:12297674;connectomeDB2020:12297674
19485,GDF5,ACVR1,Baccin2019:8702914;CellTalkDB:8702914;HPRD:8702914;LRdb:8702914;connectomeDB2020:8702914
19486,TGFB2,ACVR1,Baccin2019:21102460;CellTalkDB:32196115;connectomeDB2020:21102460
19489,CD99,CD81,CellTalkDB:21838920
19490,VCAN,SELP,Baccin2019:10950950;CellTalkDB:10950950;Cellinker:10950950;HPRD:10950950;InnateDB:10950950;LRdb:10950950;MatrixDB:12556525;connectomeDB2020:10950950
19492,CD34,SELP,Baccin2019:29296932;CellChatDB:18606703;CellTalkDB:18606703;Cellinker:18606703;connectomeDB2020:29296932
19495,VEGFA,TYRO3,CellTalkDB:32196115
19496,MDK,LRP2,Baccin2019:10772929;CellTalkDB:10772929;Cellinker:10772929;HPRD:10772929;LRdb:10772929;SPIKE_LC:16713569
19499,ARPC5,LRP2,CellTalkDB:32196115
19500,AGT,LRP2,Baccin2019:15467006;CellTalkDB:15467006;Cellinker:15467006;HPMR:15467006;LRdb:15467006;connectomeDB2020:15467006
19501,GC,LRP2,CellTalkDB:18194670;HPRD:11717447;SPIKE_LC:16713569
19502,AVP,LRP2,CellTalkDB:32196115
19504,APOA2,LRP2,CellTalkDB:32196115
19507,TF,LRP2,CellTalkDB:32196115
19508,INS,LRP2,Baccin2019:9773776;CellTalkDB:9773776;Cellinker:9773776;HPRD:9773776;LRdb:9773776;SPIKE_LC:16713569;connectomeDB2020:9773776
19509,LPA,LRP2,CellTalkDB:32196115;Cellinker:10073957;HPRD:10073957;LRdb:10073957;SPIKE_LC:16713569;connectomeDB2020:10073957
19510,APOA4,LRP2,CellTalkDB:32196115
19511,EGF,LRP2,CellTalkDB:32196115
19513,HSPA8,LRP2,CellTalkDB:32196115
19514,SCGB1A1,LRP2,Baccin2019:11278724;CellTalkDB:11278724;Cellinker:11278724;HPRD:11278724;LRdb:11278724;SPIKE_LC:16713569;connectomeDB2020:11278724
19515,APOC2,LRP2,CellTalkDB:32196115
19518,WNT5A,LRP2,CellTalkDB:32196115
19520,ACTR2,LRP2,CellTalkDB:32196115
19521,LEP,LRP2,CellTalkDB:32196115
19522,GREM1,KDR,Baccin2019:27174917;CellTalkDB:20660291;IntAct:20660291;connectomeDB2020:20660291;connectomeDB2020:25810250;connectomeDB2020:27174917;connectomeDB2020:27894090
19524,SEMA6D,KDR,Baccin2019:14977921;CellTalkDB:14977921;LRdb:14977921;connectomeDB2020:14977921
19525,CXCL8,KDR,CellTalkDB:32196115
19527,TNFSF12,TNFRSF8,CellTalkDB:32196115
19528,WNT5A,MCAM,CellChatDB:24335906;CellTalkDB:24335906;Cellinker:24335906;LRdb:24335906;Ramilowski2015:24335906;connectomeDB2020:24335906;talklr:24335906
19529,LAMA1,GPC1,CellTalkDB:32196115
19531,BMP2,GPC1,CellTalkDB:23624389
19532,NRG1,GPC1,CellTalkDB:32196115
19538,SHH,GPC1,CellTalkDB:23931997
19539,VEGFA,GPC1,CellTalkDB:10196157;Cellinker:10196157;HPRD:10196157;LRdb:10196157;connectomeDB2020:10196157
19540,IL18,IL1RL2,Baccin2019:9325300;CellTalkDB:9325300;Cellinker:9325300;HPRD:9325300;LRdb:9325300
19541,IL18,IL18RAP,Baccin2019:9792649;CellTalkDB:9792649;HPRD:9792649;LRdb:9792649;connectomeDB2020:9792649
19543,TNC,ITGA9,CellTalkDB:32196115
19544,VEGFC,ITGA9,CellTalkDB:15590642
19546,PLG,ITGA9,CellTalkDB:15247268;Cellinker:15247268;HPMR:15247268;LRdb:15247268;connectomeDB2020:15247268
19547,SPP1,ITGA9,CellTalkDB:10593924;HPRD:10593924;LRdb:10593924;connectomeDB2020:10593924
19549,VEGFD,ITGA9,CellTalkDB:15590642;Cellinker:15590642;HPRD:15590642;connectomeDB2020:15590642
19551,VCAM1,ITGA9,CellTalkDB:10926928;connectomeDB2020:10209034
19553,VEGFA,ITGA9,CellTalkDB:17363377
19554,CSF2,ITGA9,CellTalkDB:32196115
19558,NPPC,NPR3,Baccin2019:11533490;Baccin2019:1309330;CellTalkDB:11533490;Cellinker:11533490;Cellinker:1309330;HPRD:11533490;HPRD:1309330;LRdb:11533490;LRdb:13;connectomeDB2020:11533490;connectomeDB2020:1309330
19559,NPPB,NPR3,CellTalkDB:1309330;Cellinker:1309330;Cellinker:7901875;HPRD:1309330;HPRD:7901875;LRdb:1309330;LRdb:79;Lit-BM-17:1309330;Lit-BM-17:1660465;Lit-BM-17:1672777;Lit-BM-17:16870210;connectomeDB2020:1309330;connectomeDB2020:7901875
19560,VIP,NPR3,CellTalkDB:16723209
19561,NPPA,NPR3,Baccin2019:21697332169733;CellTalkDB:2169733;Cellinker:12488235;Cellinker:2169733;HPMR:2169733;HPRD:2169733;LRdb:2169733;Lit-BM-17:1309330;Lit-BM-17:1660465;Lit-BM-17:1672777;Lit-BM-17:16870210;SPIKE_LC:16713569;connectomeDB2020:2169733
19563,SEMA3D,NRP1,Baccin2019:27439112;CellTalkDB:15456815;LRdb:15456815;Ramilowski2015:15456815;connectomeDB2020:15456815;talklr:15456815
19564,SEMA3E,NRP1,Baccin2019:27439112;CellTalkDB:20664165;Cellinker:20664165
19565,FGF1,NRP1,Baccin2019:15695515;CellTalkDB:15695515;Cellinker:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515
19566,CNTN2,NRP1,CellTalkDB:22836270
19567,FGF7,NRP1,Baccin2019:15695515;CellTalkDB:16597617;Cellinker:15695515;HPRD:15695515;LRdb:15695515;connectomeDB2020:15695515
19568,AFDN,NRXN2,CellTalkDB:9707552;Cellinker:9707552;HPRD:9707552;LRdb:9707552
19569,AFDN,NRXN2,CellTalkDB:9707552;Cellinker:9707552;HPRD:9707552;LRdb:9707552
19575,WNT3A,LGR5,CellTalkDB:22473993
19576,VCAM1,ITGB7,CellTalkDB:12682249;Cellinker:12682249;HPRD:12682249;LRdb:12682249;connectomeDB2020:12682249
19578,NRG3,ERBB3,CellTalkDB:9772300
19579,AREG,ERBB3,CellTalkDB:8702723;LRdb:8702723;Ramilowski2015:8702723;connectomeDB2020:8702723;talklr:8702723
19580,TGFA,ERBB3,CellTalkDB:32196115
19581,SCGB1A1,LMBR1L,Baccin2019:16423471;CellTalkDB:16423471;Cellinker:16423471;HPRD:16423471;LRdb:16423471
19587,HP,ASGR1,CellTalkDB:32196115
19588,S100A4,ERBB2,CellTalkDB:30083275
19589,NRG3,ERBB2,CellTalkDB:9772300
19591,HLA-A,ERBB2,Baccin2019:10593938;CellTalkDB:10593938;HPRD:10593938;LRdb:10593938;connectomeDB2020:10593938
19592,NRG4,ERBB2,CellTalkDB:32196115
19594,L1CAM,ERBB2,CellTalkDB:22815787;LRdb:22815787;Ramilowski2015:22815787;connectomeDB2020:22815787;talklr:22815787
19595,NRG2,ERBB2,CellTalkDB:32196115
19597,BTC,ERBB2,Baccin2019:9662041;CellTalkDB:9662041;HPRD:9662041;LRdb:9662041;ProtMapper:15163624;connectomeDB2020:9662041
19598,IFNA16,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19599,IFNA14,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19600,IFNA4,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19601,IFNA5,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19602,IFNA6,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19603,IFNA10,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19604,IFNA8,IFNAR1,CellTalkDB:21856167;DIP:7592797;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19605,IFNE,IFNAR1,CellTalkDB:32196115;connectomeDB2020:22410872
19607,IFNA21,IFNAR1,CellTalkDB:21856167;LRdb:21856167;Ramilowski2015:21856167;connectomeDB2020:21856167;talklr:21856167
19608,IFNA2,IFNAR1,CellTalkDB:1834641;DIP:7592797;DIP:9334213;HPRD:1834641;LRdb:1834641;connectomeDB2020:1834641
19609,TNF,CELSR2,CellTalkDB:32103204
19610,CXCL9,FCGR2A,CellTalkDB:32103204
19611,PTPN11,FCRL4,CellTalkDB:21908428
19612,PTPN6,FCRL4,CellTalkDB:21908428
19613,TFF1,FCRL4,CellTalkDB:32103204;Lit-BM-17:21982860
19615,NRTN,GFRA3,CellTalkDB:32196115
19616,GDNF,GFRA3,CellTalkDB:32196115
19617,BCAN,EGFR,CellTalkDB:32196115
19618,S100A4,EGFR,CellTalkDB:30083275;Cellinker:30083275;IntAct:24658140;IntAct:30083275;IntAct:31980649;Lit-BM-17:24658140;Lit-BM-17:25402006
19619,ZP3,EGFR,CellTalkDB:22577141;connectomeDB2020:22577141
19620,NRG1,EGFR,BioGRID:7730382;CellTalkDB:32251632;Cellinker:30813222;Lit-BM-17:24658140;Lit-BM-17:25402006;Lit-BM-17:7730382
19621,FGF1,EGFR,CellTalkDB:32196115
19622,NRG4,EGFR,CellTalkDB:32196115
19623,L1CAM,EGFR,CellTalkDB:14718570;Cellinker:14718570;LRdb:14718570;Ramilowski2015:14718570;connectomeDB2020:14718570;talklr:14718570
19624,FGL1,EGFR,CellTalkDB:24768768;Cellinker:24768768;LRdb:24768768;Ramilowski2015:24768768;connectomeDB2020:24768768;talklr:24768768
19625,FGF13,EGFR,CellTalkDB:32196115
19629,CCN2,EGFR,CellTalkDB:23929714
19630,LRIG2,EGFR,CellTalkDB:25353163
19631,VEGFA,EGFR,CellTalkDB:32196115
19633,FASLG,TNFRSF10B,CellTalkDB:32103204
19634,NTF3,NTRK2,Baccin2019:8621424;CellChatDB:27908981;CellTalkDB:8621424;Cellinker:27908981;HPRD:8621424;LRdb:8621424;connectomeDB2020:8621424
19635,TNF,NOTCH1,CellTalkDB:32103204
19636,WNT4,NOTCH1,CellTalkDB:32103204
19637,NTNG2,LRRC4C,CellTalkDB:32196115
19639,PDYN,ADRA2A,CellTalkDB:32196115
19641,AGT,ADRA2A,CellTalkDB:32196115
19642,CXCL12,ADRA2A,CellTalkDB:32196115
19643,CXCL3,ADRA2A,CellTalkDB:32196115
19644,CCL5,ADRA2A,CellTalkDB:32196115
19645,CXCL11,ADRA2A,CellTalkDB:32196115
19646,NMS,ADRA2A,CellTalkDB:32196115
19647,APLN,ADRA2A,CellTalkDB:32196115
19648,SST,ADRA2A,CellTalkDB:32196115
19649,INSL5,ADRA2A,CellTalkDB:32196115
19650,NPY,ADRA2A,CellTalkDB:32196115
19651,CCL25,ADRA2A,CellTalkDB:32196115
19652,POMC,ADRA2A,CellTalkDB:32196115
19653,SAA1,ADRA2A,CellTalkDB:32196115
19654,CXCL8,ADRA2A,CellTalkDB:32196115
19655,PYY,ADRA2A,CellTalkDB:32196115
19656,CCL16,ADRA2A,CellTalkDB:32196115
19657,CXCL2,ADRA2A,CellTalkDB:32196115
19658,CXCL13,ADRA2A,CellTalkDB:32196115
19659,CXCL10,ADRA2A,CellTalkDB:32196115
19660,PPBP,ADRA2A,CellTalkDB:32196115
19661,PMCH,ADRA2A,CellTalkDB:32196115
19662,CXCL5,ADRA2A,CellTalkDB:32196115
19663,CCL19,ADRA2A,CellTalkDB:32196115
19664,PNOC,ADRA2A,CellTalkDB:32196115
19666,CXCL1,ADRA2A,CellTalkDB:32196115
19667,NPB,ADRA2A,CellTalkDB:32196115
19668,PPY,ADRA2A,CellTalkDB:32196115
19669,CXCL9,ADRA2A,CellTalkDB:32196115
19671,CCL20,ADRA2A,CellTalkDB:32196115
19672,NPW,ADRA2A,CellTalkDB:32196115
19673,PENK,ADRA2A,CellTalkDB:32196115
19674,CCL28,ADRA2A,CellTalkDB:32196115
19675,RLN3,ADRA2A,CellTalkDB:32196115
19676,PF4,ADRA2A,CellTalkDB:32196115
19677,CORT,ADRA2A,CellTalkDB:32196115
19678,ANXA1,ADRA2A,CellTalkDB:32196115
19679,PDGFC,FLT1,CellTalkDB:32196115
19680,VEGFC,FLT1,CellTalkDB:32196115
19681,PLG,FLT1,CellTalkDB:32196115
19682,VEGFD,FLT1,CellTalkDB:32196115
19686,LAMA2,ITGA1,CellTalkDB:32196115
19687,LAMA1,ITGA1,CellTalkDB:9688542;HPRD:9688542;LRdb:9688542;connectomeDB2020:9688542
19694,VEGFD,ITGA1,CellTalkDB:32196115
19695,COL6A3,ITGA1,CellTalkDB:32196115
19704,WNT1,FZD7,CellTalkDB:32196115
19711,WNT4,FZD1,CellTalkDB:32103204
19716,IL24,IL10RB,CellTalkDB:20061404
19717,UCN3,IL10RB,Baccin2019:11416224;CellTalkDB:11416224;Cellinker:11416224;HPRD:11416224;LRdb:11416224;connectomeDB2020:11416224
19718,PENK,OGFR,Baccin2019:16820893;CellTalkDB:16820893;Cellinker:16820893;HPMR:16820893;LRdb:16820893;connectomeDB2020:16820893
19719,PIP,NPTN,CellTalkDB:32196115
19720,GHRL,PTGIR,CellTalkDB:32103204
19722,DEFB106A,CCR2,CellTalkDB:23938203;Cellinker:23938203;InnateDB:23938203;LRdb:23938203;connectomeDB2020:23938203
19723,S100A4,CCR5,CellTalkDB:30713770
19724,IL16,CCR5,CellTalkDB:32196115
19725,MDK,GPC2,CellTalkDB:32196115
19726,FGF21,FGFR4,CellTalkDB:22442730;Cellinker:22442730;LRdb:16597617;LRdb:22;Ramilowski2015:22442730;connectomeDB2020:22442730;talklr:22442730
19727,FGF3,FGFR4,Baccin2019:8663044;CellTalkDB:8663044;Cellinker:8663044;HPRD:8663044;LRdb:8663044;connectomeDB2020:8663044
19728,FGF14,FGFR4,CellTalkDB:16597617;LRdb:16597617
19729,FGF11,FGFR4,CellTalkDB:16597617;LRdb:16597617
19730,FGF13,FGFR4,CellTalkDB:16597617;LRdb:16597617
19731,FGF12,FGFR4,CellTalkDB:16597617;LRdb:16597617
19732,L1CAM,ITGA5,CellTalkDB:10871287;Cellinker:10871287;HPRD:10871287;LRdb:10871287;connectomeDB2020:10871287
19734,SPP1,ITGA5,CellTalkDB:7592829;HPRD:7592829;LRdb:7592829;SPIKE_LC:16713569
19735,CCN1,ITGA5,CellTalkDB:9446626;Cellinker:9446626;LRdb:9446626;connectomeDB2020:9446626
19737,VEGFD,ITGA5,CellTalkDB:32196115
19739,ANGPT1,ITGA5,CellTalkDB:15781448;Cellinker:15781448;HPRD:15781448;LRdb:15781448;connectomeDB2020:15781448
19745,ANGPTL3,ITGA5,CellTalkDB:11877390;Cellinker:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390
19752,SOST,LRP5,Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;ELM:21944579;ELM:22696217;IntAct:15908424;LRdb:15778503;connectomeDB2020:15778503
19753,WNT8B,LRP5,CellTalkDB:32196115
19761,CXCL3,CXCR1,Baccin2019:129648828702798;CellTalkDB:12964882;Cellinker:12964882;Cellinker:8702798;HPRD:8702798;LRdb:12964882;LRdb:87;SPIKE_LC:16189514;connectomeDB2020:12964882;connectomeDB2020:8702798
19762,CXCL2,CXCR1,Baccin2019:12964882;Baccin2019:1379593;Baccin2019:8702798;Baccin2019:9260277;CellTalkDB:12964882;Cellinker:12964882;Cellinker:9260277;HPRD:9260277;LRdb:12964882;LRdb:93;SPIKE_LC:16189514;connectomeDB2020:12964882;connectomeDB2020:9260277
19763,IL17A,IL17RC,CellTalkDB:18684971;InnateDB:17911633;InnateDB:18684971;InnateDB:19838198;LRdb:18684971;Ramilowski2015:18684971;connectomeDB2020:18684971;talklr:18684971
19764,IL17F,IL17RC,CellTalkDB:28827714;InnateDB:17911633;InnateDB:18684971;InnateDB:19838198
19766,CCL18,CCR1,CellTalkDB:32103204;scConnect:23951310
19768,EDIL3,ITGB5,CellTalkDB:32196115
19770,SPP1,ITGB5,CellTalkDB:32196115;connectomeDB2020:7592829
19772,CCN1,ITGB5,CellTalkDB:11287419;Cellinker:11287419;HPRD:11287419;LRdb:11287419;SPIKE_LC:16189514;connectomeDB2020:11287419
19776,LTBP3,ITGB5,CellTalkDB:12358597;Cellinker:12358597;HPRD:12358597;LRdb:12358597;connectomeDB2020:12358597
19780,LAMA2,ITGA2,CellTalkDB:32196115
19781,LAMA1,ITGA2,CellTalkDB:9688542;HPRD:9688542;LRdb:9688542;connectomeDB2020:9688542
19782,LAMC3,ITGA2,CellTalkDB:32196115
19789,VEGFD,ITGA2,CellTalkDB:32196115
19792,LAMB3,ITGA2,CellTalkDB:32196115
19793,CHAD,ITGA2,CellTalkDB:9281592;LRdb:9281592;connectomeDB2020:9281592
19799,PLG,F2RL1,Baccin2019:10978167;Baccin2019:12604689;Baccin2019:9020112;CellTalkDB:12604689;Cellinker:10978167;Cellinker:12604689;Cellinker:9020112;HPRD-phos:10978167;HPRD-phos:12604689;HPRD-phos:9020112;HPRD:10978167;HPRD:12604689;HPRD:9020112;LRdb:10978167;LRdb:12604689;LRdb:9020112;connectomeDB2020:10978167;connectomeDB2020:12604689;connectomeDB2020:9020112
19804,TNFSF13,TNFRSF11B,Baccin2019:10706119;CellTalkDB:10706119;Cellinker:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119
19807,CXCL12,AVPR1A,CellTalkDB:29386406
19808,VIP,AVPR1A,CellTalkDB:32103204
19810,GALP,GALR1,Baccin2019:1068936515944000;CellChatDB:23233848;CellTalkDB:10689365;Cellinker:10689365;Cellinker:15944009;Cellinker:23233848;LRdb:10689365;LRdb:16;connectomeDB2020:10689365;connectomeDB2020:15944009;scConnect:15944009
19811,ADM,GPR182,CellTalkDB:7592696;Cellinker:7592696;HPMR:7592696;LRdb:7592696
19813,HLA-A,CD3D,CellTalkDB:32196115
19814,HLA-C,CD3D,CellTalkDB:31848223
19815,HLA-B,CD3D,CellTalkDB:32196115
19817,PDYN,MTNR1A,CellTalkDB:32196115
19818,AGT,MTNR1A,CellTalkDB:32196115
19819,CXCL12,MTNR1A,CellTalkDB:32196115
19820,CCL5,MTNR1A,CellTalkDB:32196115
19821,CXCL11,MTNR1A,CellTalkDB:32196115
19822,NMS,MTNR1A,CellTalkDB:32196115
19823,APLN,MTNR1A,CellTalkDB:32196115
19824,NPY,MTNR1A,CellTalkDB:32196115
19825,CCL25,MTNR1A,CellTalkDB:32196115
19826,POMC,MTNR1A,CellTalkDB:32196115
19827,SAA1,MTNR1A,CellTalkDB:32196115
19828,CALR,MTNR1A,Baccin2019:17215244;CellTalkDB:17215244;HPRD:17215244;IntAct:28298427;LRdb:17215244;SPIKE_LC:17145710;connectomeDB2020:17215244
19830,CXCL8,MTNR1A,CellTalkDB:32196115
19831,PYY,MTNR1A,CellTalkDB:32196115
19832,CCL16,MTNR1A,CellTalkDB:32196115
19833,CXCL2,MTNR1A,CellTalkDB:32196115
19834,CXCL10,MTNR1A,CellTalkDB:32196115
19835,PMCH,MTNR1A,CellTalkDB:32196115
19836,CCL19,MTNR1A,CellTalkDB:32196115
19837,CXCL1,MTNR1A,CellTalkDB:32196115
19838,NPB,MTNR1A,CellTalkDB:32196115
19839,PPY,MTNR1A,CellTalkDB:32196115
19840,CXCL9,MTNR1A,CellTalkDB:32196115
19841,CCL20,MTNR1A,CellTalkDB:32196115
19842,NPW,MTNR1A,CellTalkDB:32196115
19843,PENK,MTNR1A,CellTalkDB:32196115
19844,CCL28,MTNR1A,CellTalkDB:32196115
19845,RLN3,MTNR1A,CellTalkDB:32196115
19846,CORT,MTNR1A,CellTalkDB:32196115
19847,ANXA1,MTNR1A,CellTalkDB:32196115
19848,SPP1,PTGER4,CellTalkDB:32103204
19849,TAC4,TACR3,CellTalkDB:11786503;Cellinker:11786503;HPRD:11786503;LRdb:11786503;connectomeDB2020:11786503
19850,TAC4,TACR1,CellTalkDB:11786503;Cellinker:11062498;Cellinker:11786503;Cellinker:15224188;HPRD:11786503;LRdb:11062498;LRdb:11786503;LRdb:15224188;connectomeDB2020:11062498;connectomeDB2020:11786503;connectomeDB2020:15224188
19852,RELN,LRP8,AlzPathway:16504486;Baccin2019:10571240;Baccin2019:12167620;Baccin2019:12670700;Baccin2019:12899622;BioGRID:23951306;BioGRID:28446613;CellTalkDB:12899622;Cellinker:10571240;Cellinker:12167620;Cellinker:12670700;Cellinker:12899622;HPRD:10571240;HPRD:12167620;HPRD:12670700;HPRD:12899622;LRdb:10571240;LRdb:12167620;LRdb:12670700;LRdb:12899622;connectomeDB2020:10571240;connectomeDB2020:12167620;connectomeDB2020:12670700;connectomeDB2020:12899622
19854,GIP,INSR,CellTalkDB:32196115
19857,GHRH,ADRB2,CellTalkDB:32196115
19858,AVP,ADRB2,CellTalkDB:32196115
19859,PTHLH,ADRB2,CellTalkDB:32196115
19860,TF,ADRB2,CellTalkDB:32196115
19861,POMC,ADRB2,CellTalkDB:32196115
19862,RLN2,ADRB2,CellTalkDB:32196115
19863,HSPA8,ADRB2,CellTalkDB:32196115;InnateDB:23798571
19864,ADCYAP1,ADRB2,CellTalkDB:32196115
19865,CALCA,ADRB2,CellTalkDB:32196115
19866,CALCA,ADRB2,CellTalkDB:32196115
19867,ADM,ADRB2,CellTalkDB:32196115
19868,CGA,ADRB2,CellTalkDB:32196115
19869,GCG,ADRB2,CellTalkDB:32196115
19870,VIP,ADRB2,CellTalkDB:32196115
19871,ADM2,ADRB2,CellTalkDB:32196115
19872,NPS,ADRB2,CellTalkDB:32196115
19873,FSHB,ADRB2,CellTalkDB:32196115
19874,CALCB,ADRB2,CellTalkDB:32196115
19875,ACTR2,ADRB2,CellTalkDB:32196115
19876,RLN3,ADRB2,CellTalkDB:32196115
19877,GIP,ADRB2,CellTalkDB:32196115
19878,INSL3,ADRB2,CellTalkDB:32196115
19880,PDGFB,S1PR1,CellTalkDB:32196115
19882,ALCAM,CD6,Baccin2019:24496453;BioGRID:7543097;DIP:26146185;HPRD:7543097;HPRD:9436462;IntAct:24945728;IntAct:26146185;Lit-BM-17:24945728;Lit-BM-17:7543097;connectomeDB2020:23602662
19885,TSLP,IL7R,Baccin2019:11418668;CellTalkDB:11418668;HPRD:11418668;InnateDB:11418668;LRdb:11418668;NetPath:10881176;NetPath:10974032;connectomeDB2020:11418668
19887,LAMA3,SDC2,Baccin2019:11373281;CellTalkDB:11373281;Cellinker:11373281;HPRD:11373281;LRdb:11373281;MatrixDB:11373281;connectomeDB2020:11373281
19888,LAMA1,SDC2,CellTalkDB:32196115
19889,TNFSF13,SDC2,Baccin2019:15846369;CellTalkDB:15846369;Cellinker:15846369;HPRD:15846369;LRdb:15846369;connectomeDB2020:15846369
19894,LGALS9,MRC2,CellTalkDB:32103204
19895,CER1,MRC2,CellTalkDB:32103204
